Company,Industry,Region,Founded_Year,Year,Revenue_USD,Expenses_USD,Profit_USD,Churn_Rate,Customer_Count,ARPU_USD,Market_Share_Percent
Jones Group,Cybersecurity,Australia,2012,2021,4712312.98,2507369.42,2204943.56,0.0849,48701,96.76,0.31
Jones Group,Cybersecurity,Australia,2012,2022,153341970.51,114929382.75,38412587.77,0.193,31926,4803.04,7.72
Jones Group,Cybersecurity,Australia,2012,2023,3058539.85,2677340.26,381199.59,0.1096,28772,106.3,8.85
Jones Group,Cybersecurity,Australia,2012,2024,117028175.22,104889037.2,12139138.02,0.1916,11922,9816.15,10.17
Horn-Stokes,E-Commerce,Europe,2010,2020,116610353.27,84868291.39,31742061.88,0.2184,34418,3388.06,13.94
Horn-Stokes,E-Commerce,Europe,2010,2021,69697245.06,49559688.8,20137556.26,0.0608,45594,1528.65,6.7
Horn-Stokes,E-Commerce,Europe,2010,2022,99841238.79,84307751.13,15533487.65,0.1207,25229,3957.4,8.94
Horn-Stokes,E-Commerce,Europe,2010,2023,12562903.4,8566715.9,3996187.5,0.1719,47646,263.67,12.97
Horn-Stokes,E-Commerce,Europe,2010,2024,23792530.27,20699950.3,3092579.97,0.1616,37182,639.89,10.39
Khan-Perkins,FinTech,Australia,2008,2020,15820529.61,11420446.14,4400083.47,0.1895,7982,1982.03,9.03
Khan-Perkins,FinTech,Australia,2008,2021,37512490.04,29336855.09,8175634.95,0.1192,24470,1533.0,6.85
Khan-Perkins,FinTech,Australia,2008,2022,189851390.24,99528065.51,90323324.73,0.1745,13192,14391.4,9.18
Khan-Perkins,FinTech,Australia,2008,2023,140528634.79,117378227.14,23150407.64,0.2027,48269,2911.36,8.09
Khan-Perkins,FinTech,Australia,2008,2024,98722135.27,65231132.64,33491002.63,0.0469,26380,3742.31,12.52
"Cross, Cowan and Robinson",HealthTech,Asia,2001,2020,184418887.42,135230003.42,49188884.0,0.1523,23439,7868.04,8.95
"Cross, Cowan and Robinson",HealthTech,Asia,2001,2021,141122760.76,74316804.27,66805956.48,0.0654,33464,4217.15,9.14
"Cross, Cowan and Robinson",HealthTech,Asia,2001,2022,176432655.12,150526329.69,25906325.43,0.1682,19950,8843.74,7.57
"Cross, Cowan and Robinson",HealthTech,Asia,2001,2023,195285021.05,151029824.65,44255196.4,0.1001,41150,4745.69,4.37
"Cross, Cowan and Robinson",HealthTech,Asia,2001,2024,160922781.85,144652709.73,16270072.12,0.0172,17848,9016.29,9.38
Palmer-Garrett,EdTech,South America,2007,2020,188273113.34,152569868.65,35703244.69,0.0407,15715,11980.47,1.1
Palmer-Garrett,EdTech,South America,2007,2021,195117940.43,161321476.68,33796463.75,0.2146,33093,5896.05,4.66
Palmer-Garrett,EdTech,South America,2007,2022,111271673.01,90771399.33,20500273.68,0.1099,47881,2323.92,7.18
Palmer-Garrett,EdTech,South America,2007,2023,12934059.11,11342566.87,1591492.24,0.028,46838,276.14,2.29
Palmer-Garrett,EdTech,South America,2007,2024,194669205.99,156458950.77,38210255.22,0.2423,38099,5109.56,4.25
Morris-James,EdTech,Europe,2007,2020,43040049.86,32376118.99,10663930.86,0.0627,43043,999.93,12.42
Morris-James,EdTech,Europe,2007,2021,74387948.8,47718282.8,26669665.99,0.0826,5131,14497.75,3.24
Morris-James,EdTech,Europe,2007,2022,162186680.78,90624852.04,71561828.74,0.0922,19814,8185.46,14.8
Morris-James,EdTech,Europe,2007,2023,55730460.78,30062859.17,25667601.61,0.209,46066,1209.8,8.49
Morris-James,EdTech,Europe,2007,2024,161153368.32,89417460.49,71735907.83,0.1494,2447,65857.53,4.62
"Gordon, Little and Williams",E-Commerce,South America,2002,2020,2621899.4,1493689.17,1128210.23,0.2201,20520,127.77,6.95
"Gordon, Little and Williams",E-Commerce,South America,2002,2021,62679766.67,51958548.31,10721218.36,0.0237,42185,1485.83,6.93
"Gordon, Little and Williams",E-Commerce,South America,2002,2022,145551203.11,106210900.55,39340302.56,0.1701,46991,3097.43,10.0
"Gordon, Little and Williams",E-Commerce,South America,2002,2023,41450698.97,21470822.76,19979876.21,0.0403,41460,999.78,14.84
"Gordon, Little and Williams",E-Commerce,South America,2002,2024,178124823.59,115529428.04,62595395.54,0.0568,15031,11850.5,9.88
Jennings and Sons,HealthTech,Asia,2011,2020,97669810.94,81582828.17,16086982.77,0.0967,33994,2873.15,12.02
Jennings and Sons,HealthTech,Asia,2011,2021,26400049.99,20576522.37,5823527.63,0.1099,48327,546.28,1.98
Jennings and Sons,HealthTech,Asia,2011,2022,40891004.74,36007716.32,4883288.42,0.0521,38842,1052.75,11.07
Jennings and Sons,HealthTech,Asia,2011,2023,103553616.99,87797150.58,15756466.42,0.1067,23523,4402.23,8.33
Jennings and Sons,HealthTech,Asia,2011,2024,75690304.54,57877870.82,17812433.72,0.0439,2445,30957.18,12.84
"Thompson, Savage and Macias",CRM,Asia,2002,2020,45304540.46,25965622.87,19338917.59,0.2082,9597,4720.7,9.1
"Thompson, Savage and Macias",CRM,Asia,2002,2021,116169573.41,84049427.28,32120146.14,0.0991,26805,4333.88,3.87
"Thompson, Savage and Macias",CRM,Asia,2002,2022,187901202.09,161142958.92,26758243.17,0.091,10018,18756.36,12.69
"Thompson, Savage and Macias",CRM,Asia,2002,2023,159593424.65,90976113.0,68617311.66,0.1715,27910,5718.14,3.35
"Thompson, Savage and Macias",CRM,Asia,2002,2024,175066211.11,105016544.59,70049666.52,0.0732,16916,10349.15,13.07
Wong Ltd,HealthTech,North America,2017,2020,12595863.66,8195021.5,4400842.16,0.0657,20363,618.57,6.93
Wong Ltd,HealthTech,North America,2017,2021,71541438.7,38454282.39,33087156.31,0.1267,39897,1793.15,14.23
Wong Ltd,HealthTech,North America,2017,2022,189043814.97,140644179.14,48399635.83,0.2319,2134,88586.6,13.64
Wong Ltd,HealthTech,North America,2017,2023,94677672.74,64998093.66,29679579.08,0.1925,18270,5182.14,7.36
Wong Ltd,HealthTech,North America,2017,2024,87137072.4,64373756.22,22763316.18,0.2499,40519,2150.52,5.7
Figueroa-Kelley,FinTech,Asia,2013,2020,165855504.35,94252920.85,71602583.5,0.0173,48764,3401.19,0.78
Figueroa-Kelley,FinTech,Asia,2013,2021,130026887.9,76806424.18,53220463.72,0.1708,32923,3949.42,7.7
Figueroa-Kelley,FinTech,Asia,2013,2022,101252577.64,52661182.52,48591395.12,0.0184,2848,35552.17,6.63
Figueroa-Kelley,FinTech,Asia,2013,2023,168157718.21,94886664.03,73271054.17,0.016,14409,11670.33,3.31
Figueroa-Kelley,FinTech,Asia,2013,2024,68529397.68,47029876.48,21499521.2,0.1956,14304,4790.93,9.16
Hurst Group,E-Commerce,South America,2007,2020,184628761.96,143687308.32,40941453.64,0.1566,17061,10821.68,0.93
Hurst Group,E-Commerce,South America,2007,2021,114556049.9,87132050.21,27423999.7,0.0606,42692,2683.31,12.86
Hurst Group,E-Commerce,South America,2007,2022,167343057.2,145746109.01,21596948.19,0.0978,46669,3585.74,0.39
Hurst Group,E-Commerce,South America,2007,2023,165717995.07,117642252.66,48075742.41,0.1961,21706,7634.66,6.34
Hurst Group,E-Commerce,South America,2007,2024,59918252.24,37921197.0,21997055.24,0.0805,46159,1298.08,14.0
Crosby Group,HealthTech,Asia,2016,2020,131369932.7,75790461.59,55579471.11,0.081,10765,12203.43,14.21
Crosby Group,HealthTech,Asia,2016,2021,177201313.3,140986112.15,36215201.15,0.0766,12939,13695.13,14.45
Crosby Group,HealthTech,Asia,2016,2022,4036330.2,3174250.75,862079.45,0.1795,39134,103.14,6.59
Crosby Group,HealthTech,Asia,2016,2023,159307201.93,97376791.98,61930409.95,0.0441,31391,5074.93,6.7
Crosby Group,HealthTech,Asia,2016,2024,53687608.19,34218048.39,19469559.81,0.2103,14255,3766.23,14.09
Moore Inc,FinTech,South America,2017,2020,185868851.3,97529732.68,88339118.61,0.0322,44919,4137.87,10.68
Moore Inc,FinTech,South America,2017,2021,56044098.96,35675998.12,20368100.84,0.1177,41446,1352.22,7.57
Moore Inc,FinTech,South America,2017,2022,50838405.93,34996350.36,15842055.57,0.1689,10497,4843.14,9.75
Moore Inc,FinTech,South America,2017,2023,56062042.63,32004530.73,24057511.9,0.0806,22698,2469.91,11.38
Moore Inc,FinTech,South America,2017,2024,13009893.29,6540739.27,6469154.02,0.061,45724,284.53,3.82
Martin-Howell,FinTech,South America,2014,2020,81676439.34,69738182.6,11938256.74,0.2249,47550,1717.7,4.5
Martin-Howell,FinTech,South America,2014,2021,61173712.78,33206490.43,27967222.35,0.1156,27177,2250.94,2.85
Martin-Howell,FinTech,South America,2014,2022,69737308.93,46862289.41,22875019.52,0.2094,12989,5368.95,2.68
Martin-Howell,FinTech,South America,2014,2023,98191850.92,53688300.81,44503550.11,0.1737,41953,2340.52,4.57
Martin-Howell,FinTech,South America,2014,2024,120024227.14,80840826.18,39183400.95,0.0495,26464,4535.38,5.91
Green-Nguyen,AI/ML,Asia,2005,2020,180677780.59,115197094.87,65480685.73,0.1859,2987,60488.04,8.76
Green-Nguyen,AI/ML,Asia,2005,2021,22958940.7,19496910.55,3462030.15,0.1356,43946,522.44,6.22
Green-Nguyen,AI/ML,Asia,2005,2022,112994802.18,99103635.98,13891166.2,0.0299,5298,21327.82,12.03
Green-Nguyen,AI/ML,Asia,2005,2023,22681994.58,16574707.69,6107286.89,0.1214,48159,470.98,1.47
Green-Nguyen,AI/ML,Asia,2005,2024,117845531.56,69588976.66,48256554.89,0.225,31209,3776.01,11.11
Pham-Dillon,Cybersecurity,South America,2018,2020,132426092.47,94408779.51,38017312.96,0.0348,35393,3741.59,11.86
Pham-Dillon,Cybersecurity,South America,2018,2021,150135843.62,108773759.7,41362083.93,0.0691,42691,3516.8,14.76
Pham-Dillon,Cybersecurity,South America,2018,2022,53414826.11,47426460.75,5988365.37,0.1135,30345,1760.25,0.85
Pham-Dillon,Cybersecurity,South America,2018,2023,12447521.06,9669290.4,2778230.66,0.1199,22031,565.0,14.84
Pham-Dillon,Cybersecurity,South America,2018,2024,115738477.66,64252691.3,51485786.36,0.1753,35217,3286.44,12.37
"Morales, Hall and Bowen",E-Commerce,North America,2016,2020,17135092.49,14707969.56,2427122.92,0.2005,40613,421.91,12.11
"Morales, Hall and Bowen",E-Commerce,North America,2016,2021,66979537.59,39090848.87,27888688.72,0.0303,14136,4738.22,5.44
"Morales, Hall and Bowen",E-Commerce,North America,2016,2022,182752704.06,132728769.27,50023934.78,0.0538,45476,4018.66,8.69
"Morales, Hall and Bowen",E-Commerce,North America,2016,2023,152852955.15,124208656.66,28644298.49,0.0762,34783,4394.47,14.0
"Morales, Hall and Bowen",E-Commerce,North America,2016,2024,25491465.62,22266789.33,3224676.28,0.1741,8384,3040.49,9.07
"Burns, Hardy and Santiago",AI/ML,Australia,2014,2020,96168045.98,63768958.39,32399087.59,0.0487,31143,3087.95,9.33
"Burns, Hardy and Santiago",AI/ML,Australia,2014,2021,67757737.1,59033300.61,8724436.48,0.2128,15719,4310.56,3.66
"Burns, Hardy and Santiago",AI/ML,Australia,2014,2022,103435468.68,83723651.5,19711817.18,0.0206,28042,3688.59,1.24
"Burns, Hardy and Santiago",AI/ML,Australia,2014,2023,72223908.59,52020378.93,20203529.66,0.1068,46487,1553.64,0.8
"Burns, Hardy and Santiago",AI/ML,Australia,2014,2024,65291106.95,44089170.62,21201936.33,0.2258,38952,1676.19,6.72
"Watts, Mullins and Santos",E-Commerce,Australia,2003,2020,83808158.41,64559869.11,19248289.3,0.168,40791,2054.57,3.33
"Watts, Mullins and Santos",E-Commerce,Australia,2003,2021,59025058.49,42647446.51,16377611.98,0.017,31607,1867.47,0.72
"Watts, Mullins and Santos",E-Commerce,Australia,2003,2022,84998209.43,48217908.54,36780300.89,0.221,14598,5822.59,1.53
"Watts, Mullins and Santos",E-Commerce,Australia,2003,2023,64903550.11,57599943.38,7303606.73,0.073,4558,14239.48,3.38
"Watts, Mullins and Santos",E-Commerce,Australia,2003,2024,177463990.88,155054130.16,22409860.72,0.2299,34769,5104.09,4.82
"Walton, Williams and Stephens",E-Commerce,North America,2015,2020,81835705.37,65547057.25,16288648.12,0.1375,39084,2093.84,11.74
"Walton, Williams and Stephens",E-Commerce,North America,2015,2021,80849103.2,54780242.3,26068860.9,0.2245,20094,4023.54,12.51
"Walton, Williams and Stephens",E-Commerce,North America,2015,2022,108978713.29,91309598.22,17669115.07,0.1135,4164,26171.64,13.73
"Walton, Williams and Stephens",E-Commerce,North America,2015,2023,51731514.97,43334710.51,8396804.47,0.1262,5552,9317.64,4.7
"Walton, Williams and Stephens",E-Commerce,North America,2015,2024,115462355.72,72751038.19,42711317.53,0.0194,46890,2462.41,12.44
Garcia-Baldwin,E-Commerce,Australia,2010,2020,195714247.84,173461319.43,22252928.41,0.1048,34576,5660.41,3.24
Garcia-Baldwin,E-Commerce,Australia,2010,2021,171723948.1,142216747.13,29507200.97,0.1157,18600,9232.47,6.06
Garcia-Baldwin,E-Commerce,Australia,2010,2022,157093000.63,95256699.62,61836301.01,0.2477,14704,10683.69,9.09
Garcia-Baldwin,E-Commerce,Australia,2010,2023,132582184.37,102780125.34,29802059.02,0.0389,32976,4020.57,3.05
Garcia-Baldwin,E-Commerce,Australia,2010,2024,15007039.06,12828733.23,2178305.83,0.1108,36699,408.92,8.24
Smith-Brooks,FinTech,Europe,2001,2020,35845407.68,23918132.0,11927275.68,0.1917,1717,20876.77,10.89
Smith-Brooks,FinTech,Europe,2001,2021,138700332.94,88243639.29,50456693.64,0.2032,34816,3983.81,9.96
Smith-Brooks,FinTech,Europe,2001,2022,121284989.51,68551203.36,52733786.15,0.0661,47602,2547.9,12.47
Smith-Brooks,FinTech,Europe,2001,2023,189753804.48,117996684.59,71757119.9,0.0735,3941,48148.64,13.04
Smith-Brooks,FinTech,Europe,2001,2024,185439832.0,123846168.54,61593663.45,0.0221,39218,4728.44,6.36
"Cole, Crawford and Day",FinTech,Asia,2018,2020,79793231.56,40811123.7,38982107.87,0.15,48365,1649.81,11.75
"Cole, Crawford and Day",FinTech,Asia,2018,2021,64113889.39,38413794.73,25700094.65,0.1775,33443,1917.11,6.03
"Cole, Crawford and Day",FinTech,Asia,2018,2022,194812481.84,139812917.75,54999564.1,0.0761,5686,34261.78,4.15
"Cole, Crawford and Day",FinTech,Asia,2018,2023,181040171.7,117655977.8,63384193.9,0.142,24527,7381.26,1.49
"Cole, Crawford and Day",FinTech,Asia,2018,2024,83278167.22,47080034.29,36198132.93,0.0632,17848,4665.97,3.47
Hall-Nichols,CRM,Asia,2007,2020,186218887.19,100212645.45,86006241.74,0.118,27460,6781.46,9.43
Hall-Nichols,CRM,Asia,2007,2021,58890689.87,36035118.15,22855571.72,0.0897,2094,28123.54,0.86
Hall-Nichols,CRM,Asia,2007,2022,99522005.38,67360754.16,32161251.22,0.0903,46283,2150.29,10.44
Hall-Nichols,CRM,Asia,2007,2023,111446948.87,65363659.06,46083289.81,0.0601,23692,4703.99,11.43
Hall-Nichols,CRM,Asia,2007,2024,32472181.13,18174672.89,14297508.24,0.0744,26763,1213.32,6.17
Avila Ltd,E-Commerce,Asia,2015,2020,35916401.65,29844468.96,6071932.69,0.1504,35578,1009.51,10.49
Avila Ltd,E-Commerce,Asia,2015,2021,40300197.91,30491201.97,9808995.93,0.0724,36349,1108.7,5.13
Avila Ltd,E-Commerce,Asia,2015,2022,63758557.3,34993540.28,28765017.01,0.0367,14861,4290.33,3.68
Avila Ltd,E-Commerce,Asia,2015,2023,135132000.97,112217109.99,22914890.98,0.1715,42347,3191.06,1.67
Avila Ltd,E-Commerce,Asia,2015,2024,10968339.44,8363954.88,2604384.56,0.1384,34045,322.17,10.1
Jones-Reed,CRM,North America,2011,2020,18083467.69,16221462.18,1862005.51,0.0475,11374,1589.9,1.85
Jones-Reed,CRM,North America,2011,2021,35474232.13,22729121.05,12745111.08,0.1928,11068,3205.12,13.0
Jones-Reed,CRM,North America,2011,2022,59309025.28,40749599.38,18559425.9,0.1587,2161,27445.18,6.47
Jones-Reed,CRM,North America,2011,2023,67396364.17,48909051.28,18487312.89,0.2141,24853,2711.8,0.45
Jones-Reed,CRM,North America,2011,2024,87065327.05,53246997.45,33818329.6,0.041,27627,3151.46,9.09
"Estes, Long and Rice",Cybersecurity,North America,2014,2020,164039324.11,84653402.58,79385921.53,0.2236,18755,8746.43,3.01
"Estes, Long and Rice",Cybersecurity,North America,2014,2021,131114426.25,106513130.47,24601295.78,0.2,31313,4187.22,13.0
"Estes, Long and Rice",Cybersecurity,North America,2014,2022,22362833.25,12308102.64,10054730.6,0.245,47250,473.29,14.46
"Estes, Long and Rice",Cybersecurity,North America,2014,2023,28745868.95,16118100.89,12627768.06,0.2235,19613,1465.65,9.09
"Estes, Long and Rice",Cybersecurity,North America,2014,2024,137141426.99,100132944.71,37008482.28,0.113,37635,3643.99,11.55
"Holt, Sosa and Gonzalez",FinTech,South America,2009,2020,139086152.62,82524422.14,56561730.48,0.1601,35152,3956.71,9.82
"Holt, Sosa and Gonzalez",FinTech,South America,2009,2021,51713860.53,39311330.5,12402530.02,0.061,21947,2356.31,10.55
"Holt, Sosa and Gonzalez",FinTech,South America,2009,2022,24461281.79,21984911.82,2476369.97,0.054,45632,536.06,13.94
"Holt, Sosa and Gonzalez",FinTech,South America,2009,2023,67730357.94,46472153.81,21258204.13,0.0133,43847,1544.7,12.12
"Holt, Sosa and Gonzalez",FinTech,South America,2009,2024,168719100.98,116936743.77,51782357.21,0.1966,47514,3550.93,8.27
"Myers, Welch and Smith",E-Commerce,Australia,2001,2020,133437246.02,118241557.82,15195688.2,0.0221,15859,8413.98,8.92
"Myers, Welch and Smith",E-Commerce,Australia,2001,2021,34848402.83,17768282.79,17080120.03,0.0971,20053,1737.81,1.44
"Myers, Welch and Smith",E-Commerce,Australia,2001,2022,120980577.12,76990034.46,43990542.66,0.2301,21811,5546.77,2.35
"Myers, Welch and Smith",E-Commerce,Australia,2001,2023,170615675.22,152970845.58,17644829.64,0.1844,44646,3821.52,10.5
"Myers, Welch and Smith",E-Commerce,Australia,2001,2024,180252294.02,147243859.07,33008434.94,0.1723,29835,6041.64,9.26
"Woods, Jones and Garcia",CRM,Asia,2005,2020,60573171.3,30313530.88,30259640.42,0.0753,48802,1241.2,13.87
"Woods, Jones and Garcia",CRM,Asia,2005,2021,66513045.23,36655995.12,29857050.11,0.1162,21173,3141.41,10.96
"Woods, Jones and Garcia",CRM,Asia,2005,2022,66059021.67,50602690.03,15456331.64,0.1436,15022,4397.49,1.98
"Woods, Jones and Garcia",CRM,Asia,2005,2023,163060027.5,141813584.72,21246442.78,0.1206,38419,4244.25,9.78
"Woods, Jones and Garcia",CRM,Asia,2005,2024,22479954.74,14854998.83,7624955.91,0.1849,23394,960.93,4.55
Rogers Group,Cybersecurity,South America,2010,2020,2006082.33,1574483.38,431598.95,0.0956,46138,43.48,2.31
Rogers Group,Cybersecurity,South America,2010,2021,20235553.33,16716803.74,3518749.59,0.2247,44298,456.81,13.49
Rogers Group,Cybersecurity,South America,2010,2022,111516170.27,91990051.1,19526119.17,0.1022,35753,3119.07,9.15
Rogers Group,Cybersecurity,South America,2010,2023,78967816.88,47074267.31,31893549.57,0.0328,33467,2359.57,2.16
Rogers Group,Cybersecurity,South America,2010,2024,18045644.87,15011976.11,3033668.76,0.2444,5042,3579.06,8.02
"Brennan, Murphy and White",E-Commerce,North America,2015,2020,199122642.3,145973977.49,53148664.81,0.205,27681,7193.48,7.2
"Brennan, Murphy and White",E-Commerce,North America,2015,2021,65024210.75,45231771.5,19792439.25,0.2163,5103,12742.35,4.8
"Brennan, Murphy and White",E-Commerce,North America,2015,2022,28375564.98,21365622.92,7009942.06,0.0408,6594,4303.24,1.88
"Brennan, Murphy and White",E-Commerce,North America,2015,2023,115383284.92,69541205.65,45842079.26,0.203,17626,6546.2,7.55
"Brennan, Murphy and White",E-Commerce,North America,2015,2024,146589339.53,109600318.7,36989020.83,0.0548,40099,3655.69,11.54
Herring Group,E-Commerce,Europe,2019,2020,99426788.9,81391108.23,18035680.67,0.0658,21423,4641.12,1.97
Herring Group,E-Commerce,Europe,2019,2021,192769029.6,104715572.75,88053456.85,0.1248,34066,5658.69,4.24
Herring Group,E-Commerce,Europe,2019,2022,154759388.28,117734805.81,37024582.47,0.2098,40346,3835.8,8.83
Herring Group,E-Commerce,Europe,2019,2023,109780287.75,65154196.44,44626091.31,0.1631,16882,6502.8,0.72
Herring Group,E-Commerce,Europe,2019,2024,100629728.82,78060912.35,22568816.47,0.0706,5837,17239.97,9.83
Woods LLC,E-Commerce,South America,2000,2020,195452271.96,140316923.76,55135348.19,0.0426,19350,10100.89,5.54
Woods LLC,E-Commerce,South America,2000,2021,128911174.56,88493993.87,40417180.69,0.0556,8833,14594.27,11.58
Woods LLC,E-Commerce,South America,2000,2022,68785961.62,60299888.51,8486073.11,0.1371,34367,2001.51,13.87
Woods LLC,E-Commerce,South America,2000,2023,195085635.24,162561298.1,32524337.14,0.0827,44123,4421.4,10.17
Woods LLC,E-Commerce,South America,2000,2024,80395570.79,64517567.48,15878003.3,0.119,11762,6835.2,5.61
"Williams, Graham and Patel",FinTech,Asia,2008,2020,51674061.78,28326632.2,23347429.57,0.1503,32086,1610.49,5.25
"Williams, Graham and Patel",FinTech,Asia,2008,2021,163522342.12,112289359.47,51232982.65,0.0284,28405,5756.82,2.51
"Williams, Graham and Patel",FinTech,Asia,2008,2022,132304239.18,118954709.11,13349530.07,0.1184,33157,3990.24,14.12
"Williams, Graham and Patel",FinTech,Asia,2008,2023,174785704.29,119000161.84,55785542.46,0.2466,15693,11137.81,5.87
"Williams, Graham and Patel",FinTech,Asia,2008,2024,132618674.04,89758091.49,42860582.55,0.1656,12350,10738.35,6.28
Kramer-Dyer,AI/ML,North America,2006,2020,130455546.46,115039141.18,15416405.28,0.0463,18848,6921.45,9.07
Kramer-Dyer,AI/ML,North America,2006,2021,117183856.19,77409863.85,39773992.34,0.0911,36328,3225.72,2.52
Kramer-Dyer,AI/ML,North America,2006,2022,135773019.3,69954946.46,65818072.84,0.1588,9693,14007.33,0.97
